id_reserva;cancelado;antelacion_reserva;noches_finde;noches_semana;adultos;niños;bebes;regimen_pension;pais;segmento;canal;vuelve;tipo_hab_reservada;tipo_hab_asignada;tipo_deposito;adr;parking;estado_reserva;fecha
3603;1;20;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;45;0;Canceled;07/02/2017
3604;0;1;1;0;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;87;1;Check-Out;07/02/2017
5564;0;1;1;0;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;85;0;Check-Out;07/02/2017
6379;1;14;1;2;2;0;0;BB;CHE;Online TA;TA/TO;0;A;A;No Deposit;48;0;Canceled;07/02/2017
6392;1;32;2;3;2;0;0;BB;POL;Direct;Direct;0;G;G;No Deposit;97;0;Canceled;07/02/2017
6408;1;62;1;4;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;94;0;Canceled;07/02/2017
6431;1;202;0;1;2;0;0;HB;PRT;Groups;TA/TO;0;D;D;No Deposit;90;0;Canceled;07/02/2017
7505;0;159;2;1;2;0;0;BB;IRL;Online TA;TA/TO;0;A;A;No Deposit;37.8;0;Check-Out;07/02/2017
7506;0;27;2;5;2;0;0;HB;GBR;Online TA;TA/TO;0;A;A;No Deposit;66.4;0;Check-Out;07/02/2017
7507;0;1;1;0;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;92;1;Check-Out;07/02/2017
8434;1;86;2;5;2;2;0;HB;PRT;Online TA;TA/TO;0;G;G;No Deposit;195.86;0;Canceled;07/02/2017
8514;1;131;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;63;0;Canceled;07/02/2017
9591;0;0;1;0;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;68;0;Check-Out;07/02/2017
10615;1;178;2;8;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;175.5;0;Canceled;07/02/2017
12401;1;82;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;42;0;Canceled;07/02/2017
14406;1;202;0;1;2;0;0;HB;PRT;Groups;TA/TO;0;D;D;No Deposit;90;0;Canceled;07/02/2017
14445;1;167;2;3;1;0;0;BB;RUS;Online TA;TA/TO;0;A;A;No Deposit;101;0;Canceled;07/02/2017
15480;0;145;2;1;2;0;0;BB;IRL;Online TA;TA/TO;0;D;D;No Deposit;46.8;0;Check-Out;07/02/2017
15481;0;159;2;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;39.13;0;Check-Out;07/02/2017
15482;0;17;1;0;1;0;0;BB;BRA;Corporate;Corporate;0;A;D;No Deposit;36;0;Check-Out;07/02/2017
16410;1;202;0;1;2;0;0;HB;PRT;Groups;TA/TO;0;D;D;No Deposit;90;0;Canceled;07/02/2017
17514;0;17;1;0;1;0;0;BB;PRT;Corporate;Corporate;0;A;D;No Deposit;36;0;Check-Out;07/02/2017
18429;1;202;0;1;2;0;0;HB;PRT;Groups;TA/TO;0;D;D;No Deposit;90;0;Canceled;07/02/2017
18435;1;95;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;115;0;Canceled;07/02/2017
18589;0;17;1;0;1;0;0;BB;NULL;Corporate;Corporate;0;A;D;No Deposit;36;0;Check-Out;07/02/2017
19541;0;52;2;1;2;0;0;BB;FRA;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;07/02/2017
19543;0;1;1;0;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;80;0;Check-Out;07/02/2017
718;0;5;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;A;E;No Deposit;35;0;Check-Out;08/02/2017
1695;0;0;1;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;47;1;Check-Out;08/02/2017
3049;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;1;D;D;No Deposit;55;0;Check-Out;08/02/2017
3605;0;10;1;1;2;0;0;Undefined;PRT;Groups;Corporate;0;A;A;No Deposit;90;0;Check-Out;08/02/2017
3606;0;2;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;60;0;Check-Out;08/02/2017
4512;1;84;2;5;2;0;0;HB;IRL;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;08/02/2017
4647;0;25;2;1;2;0;0;BB;NULL;Direct;Direct;0;A;D;No Deposit;44;0;Check-Out;08/02/2017
5565;0;4;2;2;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;A;E;No Deposit;54;0;Check-Out;08/02/2017
9592;0;0;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;D;No Deposit;30;0;Check-Out;08/02/2017
10466;1;135;4;10;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;E;E;No Deposit;45;0;Canceled;08/02/2017
11549;0;14;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;35;0;Check-Out;08/02/2017
11550;0;23;0;0;2;0;0;BB;CHE;Online TA;TA/TO;0;A;A;No Deposit;0;0;Check-Out;08/02/2017
12400;1;21;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;52;0;Canceled;08/02/2017
12466;1;113;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;100;0;Canceled;08/02/2017
13499;0;10;1;1;2;0;0;Undefined;PRT;Groups;Corporate;0;A;A;No Deposit;90;0;Check-Out;08/02/2017
13500;0;10;1;1;3;0;0;Undefined;PRT;Groups;Corporate;0;A;C;No Deposit;120;0;Check-Out;08/02/2017
13501;0;10;1;1;2;0;0;Undefined;PRT;Groups;Corporate;0;A;A;No Deposit;90;0;Check-Out;08/02/2017
14425;1;113;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;100;0;Canceled;08/02/2017
14482;1;159;3;6;2;0;0;HB;BRA;Online TA;TA/TO;0;A;A;No Deposit;192;0;Canceled;08/02/2017
14527;1;198;1;3;2;2;0;BB;IRL;Online TA;TA/TO;0;C;C;No Deposit;200;0;Canceled;08/02/2017
15483;0;0;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;D;No Deposit;34;0;Check-Out;08/02/2017
15484;0;10;1;1;2;0;0;Undefined;PRT;Groups;Corporate;0;A;A;No Deposit;90;0;Check-Out;08/02/2017
15485;0;9;2;2;2;1;0;BB;GBR;Online TA;TA/TO;0;C;C;No Deposit;45.36;0;Check-Out;08/02/2017
16348;1;69;2;3;2;0;0;BB;ITA;Online TA;TA/TO;0;A;A;No Deposit;42;0;Canceled;08/02/2017
17515;0;21;2;2;2;0;0;BB;SWE;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;08/02/2017
17516;0;10;1;1;3;0;0;Undefined;PRT;Groups;Corporate;0;A;C;No Deposit;120;0;Check-Out;08/02/2017
19544;0;10;1;1;2;0;0;Undefined;PRT;Groups;Corporate;0;A;E;No Deposit;90;0;Check-Out;08/02/2017
19545;0;14;1;1;3;0;0;Undefined;PRT;Groups;Corporate;0;A;C;No Deposit;120;0;Check-Out;08/02/2017
19546;0;2;2;1;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;35.33;0;Check-Out;08/02/2017
601;1;108;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;45.5;0;Canceled;09/02/2017
701;1;195;2;8;3;0;0;HB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;39;0;Canceled;09/02/2017
1696;0;31;2;2;2;0;0;HB;JPN;Direct;Direct;0;D;D;No Deposit;78.6;0;Check-Out;09/02/2017
1697;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;56;0;Check-Out;09/02/2017
1698;0;0;0;1;2;0;0;BB;SWE;Direct;Direct;0;E;E;No Deposit;68;0;Check-Out;09/02/2017
1699;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;48;0;Check-Out;09/02/2017
1700;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;48;0;Check-Out;09/02/2017
2564;1;83;0;4;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;09/02/2017
3041;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;1;A;D;No Deposit;50;1;Check-Out;09/02/2017
3264;0;1;0;2;1;0;0;BB;PRT;Corporate;Corporate;1;A;A;No Deposit;35;0;Check-Out;09/02/2017
3607;0;111;4;10;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;30.6;0;Check-Out;09/02/2017
4515;1;83;0;4;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;09/02/2017
4563;1;296;4;7;2;0;0;BB;SVN;Online TA;TA/TO;0;A;A;No Deposit;84.93;0;Canceled;09/02/2017
5566;0;6;0;2;1;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;74;0;Check-Out;09/02/2017
7508;0;15;1;2;1;0;0;FB;GBR;Online TA;TA/TO;0;A;A;No Deposit;58.4;0;Check-Out;09/02/2017
8419;1;57;2;5;2;0;0;HB;PRT;Groups;TA/TO;0;D;D;No Deposit;64;0;Canceled;09/02/2017
10526;1;83;0;4;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;09/02/2017
10527;1;83;0;4;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;09/02/2017
12534;1;172;3;9;2;1;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;138;0;Canceled;09/02/2017
13502;0;8;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;G;G;No Deposit;75;1;Check-Out;09/02/2017
14342;1;18;2;7;2;0;0;HB;PRT;Online TA;TA/TO;0;C;C;No Deposit;111;0;No-Show;09/02/2017
14400;1;188;4;7;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;80.85;0;Canceled;09/02/2017
14514;1;305;1;2;1;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;167.18;0;Canceled;09/02/2017
16408;1;83;0;4;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;147;0;Canceled;09/02/2017
17467;0;1;0;1;1;0;0;BB;PRT;Online TA;TA/TO;1;A;D;No Deposit;43;0;Check-Out;09/02/2017
18560;0;2;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;A;A;No Deposit;35;0;Check-Out;09/02/2017
522;1;16;1;1;2;2;0;BB;PRT;Online TA;TA/TO;0;C;C;No Deposit;69;0;Canceled;10/02/2017
528;1;50;6;19;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;55.8;0;Canceled;10/02/2017
669;1;168;2;3;2;0;0;HB;PRT;Online TA;TA/TO;0;A;A;No Deposit;142.2;0;Canceled;10/02/2017
1096;0;5;1;3;1;0;0;BB;PRT;Offline TA/TO;TA/TO;1;A;A;No Deposit;30;0;Check-Out;10/02/2017
1197;0;0;0;1;1;0;0;BB;PRT;Direct;Corporate;1;A;D;No Deposit;43;0;Check-Out;10/02/2017
1691;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;1;A;A;No Deposit;36.96;0;Check-Out;10/02/2017
1701;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;43;0;Check-Out;10/02/2017
1702;0;0;0;1;1;0;0;BB;ESP;Direct;Direct;0;A;E;No Deposit;0;0;Check-Out;10/02/2017
2527;1;26;6;19;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;62;0;Canceled;10/02/2017
2621;1;143;2;3;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;135;0;Canceled;10/02/2017
3609;0;2;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;39.5;0;Check-Out;10/02/2017
4824;0;1;0;3;1;0;0;BB;PRT;Corporate;Corporate;1;A;A;No Deposit;35;0;Check-Out;10/02/2017
5567;0;6;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;56;0;Check-Out;10/02/2017
7509;0;6;0;2;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;43;0;Check-Out;10/02/2017
7510;0;7;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;43;0;Check-Out;10/02/2017
8412;1;84;6;19;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;55.8;0;Canceled;10/02/2017
8477;1;116;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;A;A;No Deposit;85;0;Canceled;10/02/2017
10496;1;159;6;15;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;E;E;No Deposit;68.4;0;Canceled;10/02/2017
12484;1;125;2;5;2;2;0;HB;PRT;Online TA;TA/TO;0;C;C;No Deposit;196;0;Canceled;10/02/2017
13380;0;3;1;3;1;0;0;BB;PRT;Corporate;Corporate;1;A;A;No Deposit;35;0;Check-Out;10/02/2017
13503;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;48;0;Check-Out;10/02/2017
14359;1;84;6;19;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;55.8;0;Canceled;10/02/2017
14470;1;217;2;5;2;0;0;HB;ESP;Online TA;TA/TO;0;D;D;No Deposit;162.86;0;Canceled;10/02/2017
15486;0;4;0;3;1;0;0;BB;PRT;Corporate;Corporate;0;A;A;No Deposit;35;0;Check-Out;10/02/2017
17519;0;14;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;38.4;0;Check-Out;10/02/2017
17520;0;109;1;3;1;0;0;BB;ESP;Direct;Direct;0;A;D;No Deposit;47.8;0;Check-Out;10/02/2017
18380;1;195;4;6;1;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;40.14;0;Canceled;10/02/2017
511;1;161;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;46.8;0;No-Show;11/02/2017
512;1;82;2;5;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;30;0;No-Show;11/02/2017
3608;0;0;0;1;2;0;0;BB;PRT;Direct;TA/TO;1;A;D;No Deposit;48;0;Check-Out;11/02/2017
3611;0;0;0;1;2;0;0;BB;DNK;Online TA;TA/TO;0;A;A;No Deposit;35.11;0;Check-Out;11/02/2017
4520;1;86;4;6;2;2;0;BB;BRA;Online TA;TA/TO;0;G;G;No Deposit;155;0;Canceled;11/02/2017
4588;1;151;2;5;2;2;0;HB;ITA;Online TA;TA/TO;0;C;C;No Deposit;230.86;0;Canceled;11/02/2017
5570;0;25;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;38.4;0;Check-Out;11/02/2017
7511;0;16;0;4;2;0;0;BB;BEL;Online TA;TA/TO;0;E;E;No Deposit;68;0;Check-Out;11/02/2017
7513;0;0;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;11/02/2017
9593;0;24;0;2;2;0;0;BB;PRT;Direct;Corporate;0;A;A;No Deposit;40;0;Check-Out;11/02/2017
10472;1;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;8;0;Canceled;11/02/2017
11551;0;216;2;6;2;0;0;BB;BEL;Online TA;TA/TO;0;E;E;No Deposit;64.8;1;Check-Out;11/02/2017
13369;0;6;0;4;2;0;0;BB;BRA;Direct;TA/TO;1;A;C;No Deposit;43.2;0;Check-Out;11/02/2017
13504;0;87;0;4;2;0;0;BB;BEL;Online TA;TA/TO;0;A;D;No Deposit;42;0;Check-Out;11/02/2017
13505;0;33;1;4;2;0;0;BB;BGR;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;11/02/2017
14345;1;82;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;42;0;No-Show;11/02/2017
14356;1;17;2;2;2;0;0;HB;ESP;Online TA;TA/TO;0;A;A;No Deposit;86;0;Canceled;11/02/2017
15457;0;1;2;7;1;0;0;BB;ISL;Online TA;TA/TO;1;A;A;No Deposit;45.67;0;Check-Out;11/02/2017
15487;0;2;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;55;1;Check-Out;11/02/2017
16365;1;46;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;80;0;Canceled;11/02/2017
17518;0;1;0;1;2;0;0;BB;FRA;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;11/02/2017
17521;0;9;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;D;D;No Deposit;49;1;Check-Out;11/02/2017
18392;1;40;0;2;2;0;0;HB;ESP;Online TA;TA/TO;0;D;D;No Deposit;100;0;Canceled;11/02/2017
18409;1;63;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;E;E;No Deposit;115;0;Canceled;11/02/2017
19547;0;62;1;4;2;1;0;HB;FRA;Direct;Direct;0;G;G;No Deposit;122.5;1;Check-Out;11/02/2017
19548;0;3;0;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;68;0;Check-Out;11/02/2017
690;1;183;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;193.33;0;Canceled;12/02/2017
739;0;1;0;2;2;0;0;BB;NULL;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;12/02/2017
1703;0;6;0;1;2;0;0;HB;PRT;Online TA;TA/TO;0;E;E;No Deposit;100;0;Check-Out;12/02/2017
1704;0;5;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;55;1;Check-Out;12/02/2017
1705;0;38;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;74;0;Check-Out;12/02/2017
2524;1;19;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;62;0;Canceled;12/02/2017
3610;0;20;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;34.56;0;Check-Out;12/02/2017
3612;0;1;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;12/02/2017
4461;1;12;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;66.29;0;No-Show;12/02/2017
5571;0;2;0;1;2;0;0;HB;CHN;Online TA;TA/TO;0;A;D;No Deposit;80;0;Check-Out;12/02/2017
5572;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;75;1;Check-Out;12/02/2017
5573;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;68;0;Check-Out;12/02/2017
5574;0;19;0;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;E;E;No Deposit;50;0;Check-Out;12/02/2017
6532;1;187;1;3;2;0;0;HB;AUT;Online TA;TA/TO;0;D;D;No Deposit;212;0;Canceled;12/02/2017
7512;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;1;A;A;No Deposit;35.11;0;Check-Out;12/02/2017
7514;0;24;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;E;E;No Deposit;50;0;Check-Out;12/02/2017
7515;0;9;0;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;44.56;0;Check-Out;12/02/2017
7516;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;68;0;Check-Out;12/02/2017
7517;0;19;0;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;E;E;No Deposit;50;0;Check-Out;12/02/2017
7518;0;14;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;12/02/2017
7519;0;65;0;0;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;0;0;Check-Out;12/02/2017
8848;0;0;0;2;2;0;0;BB;PRT;Direct;Direct;1;A;A;No Deposit;48;0;Check-Out;12/02/2017
9031;0;1;0;1;2;0;0;BB;PRT;Online TA;TA/TO;1;A;A;No Deposit;48;0;Check-Out;12/02/2017
9594;0;13;2;8;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;36;0;Check-Out;12/02/2017
9595;0;23;0;4;2;0;0;HB;ITA;Direct;Direct;0;A;D;No Deposit;76;0;Check-Out;12/02/2017
9596;0;23;0;3;2;0;0;HB;PRT;Online TA;TA/TO;0;A;D;No Deposit;80;0;Check-Out;12/02/2017
9597;0;0;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;I;No Deposit;48;0;Check-Out;12/02/2017
9598;0;19;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;48;0;Check-Out;12/02/2017
11553;0;3;0;2;2;0;0;Undefined;BRA;Direct;Direct;0;A;C;No Deposit;122;0;Check-Out;12/02/2017
11554;0;3;0;2;2;1;0;Undefined;PRT;Direct;Direct;0;A;C;No Deposit;163;1;Check-Out;12/02/2017
11555;0;8;0;1;3;1;0;HB;PRT;Online TA;TA/TO;0;H;H;No Deposit;141;0;Check-Out;12/02/2017
11556;0;32;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;35.11;0;Check-Out;12/02/2017
13506;0;2;0;2;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;A;A;No Deposit;60;0;Check-Out;12/02/2017
13507;0;23;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;103;0;Check-Out;12/02/2017
14346;1;0;0;0;1;0;0;BB;POL;Online TA;TA/TO;0;A;A;No Deposit;0;0;Canceled;12/02/2017
14450;1;135;0;2;2;0;0;BB;BRA;Online TA;TA/TO;0;A;A;No Deposit;110;0;Canceled;12/02/2017
14517;1;183;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;185;0;Canceled;12/02/2017
15488;0;4;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;68;0;Check-Out;12/02/2017
15489;0;37;0;2;2;0;0;HB;ESP;Online TA;TA/TO;0;E;E;No Deposit;110;0;Check-Out;12/02/2017
15490;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;56;0;Check-Out;12/02/2017
15491;0;2;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;12/02/2017
16502;1;335;1;4;2;0;0;BB;GBR;Online TA;TA/TO;0;E;E;No Deposit;172.8;0;Canceled;12/02/2017
18519;1;184;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;200;0;Canceled;12/02/2017
19549;0;0;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;12/02/2017
19550;0;80;2;8;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;62.12;0;Check-Out;12/02/2017
19551;0;14;0;2;2;0;0;HB;PRT;Online TA;TA/TO;0;A;A;No Deposit;80;0;Check-Out;12/02/2017
19552;0;23;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;103;0;Check-Out;12/02/2017
580;1;90;2;6;2;1;0;BB;IRL;Direct;Direct;0;A;A;No Deposit;98;0;Canceled;13/02/2017
2548;1;53;2;5;2;0;0;HB;FRA;Online TA;TA/TO;0;E;E;No Deposit;137.71;0;Canceled;13/02/2017
2635;1;157;2;3;2;2;0;HB;PRT;Online TA;TA/TO;0;C;C;No Deposit;169.2;0;Canceled;13/02/2017
3613;0;0;1;4;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;13/02/2017
4472;1;50;2;2;2;2;0;HB;PRT;Online TA;TA/TO;0;G;G;No Deposit;136;0;Canceled;13/02/2017
4526;1;189;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;50.85;0;Canceled;13/02/2017
5575;0;47;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;13/02/2017
5576;0;5;1;3;2;0;0;HB;GBR;Online TA;TA/TO;0;D;D;No Deposit;63.72;0;Check-Out;13/02/2017
5577;0;16;1;3;2;1;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;42.5;0;Check-Out;13/02/2017
5578;0;0;0;0;2;0;0;SC;PRT;Direct;Direct;1;A;I;No Deposit;0;1;Check-Out;13/02/2017
7520;0;10;1;0;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;48;0;Check-Out;13/02/2017
8408;1;82;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;42;0;Canceled;13/02/2017
8455;1;224;0;3;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;90;0;Canceled;13/02/2017
9599;0;1;1;1;2;1;0;SC;PRT;Online TA;TA/TO;0;A;I;No Deposit;0;1;Check-Out;13/02/2017
10508;1;53;2;5;2;0;0;HB;FRA;Online TA;TA/TO;0;E;E;No Deposit;137.71;0;Canceled;13/02/2017
10518;1;224;0;3;2;1;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;90;0;Canceled;13/02/2017
10632;1;182;2;5;2;0;0;BB;FRA;Direct;Direct;0;D;D;No Deposit;209.86;0;Canceled;13/02/2017
12431;1;55;2;2;2;2;0;BB;GBR;Online TA;TA/TO;0;G;G;No Deposit;145;0;Canceled;13/02/2017
13508;0;32;1;4;2;0;0;BB;FRA;Online TA;TA/TO;0;E;E;No Deposit;68;0;Check-Out;13/02/2017
14349;1;179;1;1;2;0;0;HB;PRT;Online TA;TA/TO;0;A;D;No Deposit;66.6;0;No-Show;13/02/2017
14362;1;21;0;3;2;0;0;HB;BEL;Online TA;TA/TO;0;E;E;No Deposit;112;0;Canceled;13/02/2017
16404;1;224;0;3;2;1;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;90;0;Canceled;13/02/2017
16501;1;169;0;3;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;160;0;Canceled;13/02/2017
16535;1;198;1;2;1;0;0;BB;DEU;Online TA;TA/TO;0;A;A;No Deposit;151;0;Canceled;13/02/2017
17373;0;0;1;0;2;0;0;BB;PRT;Online TA;TA/TO;1;E;E;No Deposit;68;1;Check-Out;13/02/2017
18370;1;2;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;50.85;0;No-Show;13/02/2017
19542;0;1;1;0;2;0;0;BB;PRT;Direct;Direct;1;E;E;No Deposit;75;1;Check-Out;13/02/2017
19553;0;4;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;34.56;0;Check-Out;13/02/2017
19554;0;11;1;2;2;0;0;HB;POL;Direct;Direct;0;A;A;No Deposit;55;0;Check-Out;13/02/2017
3614;0;63;4;5;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;33.88;0;Check-Out;14/02/2017
3615;0;0;1;0;1;0;0;BB;PRT;Direct;Direct;0;A;A;No Deposit;54;0;Check-Out;14/02/2017
3616;0;5;2;1;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;60;0;Check-Out;14/02/2017
4509;1;103;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;A;A;No Deposit;85;0;Canceled;14/02/2017
10537;1;103;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;45.5;0;Canceled;14/02/2017
11552;0;37;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;A;E;No Deposit;58.4;0;Check-Out;14/02/2017
